Orthogroup	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep	Total
OG0012894	1	0	2	3
OG0012895	3	0	0	3
OG0012896	3	0	0	3
OG0012897	1	1	1	3
OG0012898	1	1	1	3
OG0012899	1	1	1	3
OG0012900	1	1	1	3
OG0012901	1	1	1	3
OG0012902	1	1	1	3
OG0012903	1	1	1	3
OG0012904	1	1	1	3
OG0012905	1	1	1	3
OG0012906	1	1	1	3
OG0012907	1	1	1	3
OG0012908	1	1	1	3
OG0012909	1	1	1	3
OG0012910	1	1	1	3
OG0012911	1	1	1	3
OG0012912	1	1	1	3
OG0012913	1	1	1	3
OG0012914	1	1	1	3
OG0012915	1	1	1	3
OG0012916	1	1	1	3
OG0012917	1	1	1	3
OG0012918	1	1	1	3
OG0012919	1	1	1	3
OG0012920	1	1	1	3
OG0012921	1	1	1	3
OG0012922	1	1	1	3
OG0012923	1	1	1	3
OG0012924	1	1	1	3
OG0012925	1	1	1	3
OG0012926	1	1	1	3
OG0012927	1	1	1	3
OG0012928	1	1	1	3
OG0012929	1	1	1	3
OG0012930	1	1	1	3
OG0012931	1	1	1	3
OG0012932	1	1	1	3
OG0012933	1	1	1	3
OG0012934	1	1	1	3
OG0012935	1	1	1	3
OG0012936	1	1	1	3
OG0012937	1	1	1	3
OG0012938	1	1	1	3
OG0012939	1	1	1	3
OG0012940	1	1	1	3
OG0012941	1	1	1	3
OG0012942	1	0	2	3
OG0012943	1	1	1	3
OG0012944	1	1	1	3
OG0012945	1	1	1	3
OG0012946	1	1	1	3
OG0012947	1	1	1	3
OG0012948	1	1	1	3
OG0012949	1	1	1	3
OG0012950	1	1	1	3
OG0012951	1	1	1	3
OG0012952	1	1	1	3
OG0012953	1	1	1	3
OG0012954	1	1	1	3
OG0012955	1	1	1	3
OG0012956	1	2	0	3
OG0012957	1	1	1	3
OG0012958	1	1	1	3
OG0012959	1	1	1	3
OG0012960	1	1	1	3
OG0012961	1	1	1	3
OG0012962	1	1	1	3
OG0012963	1	1	1	3
OG0012964	1	1	1	3
OG0012965	1	1	1	3
OG0012966	1	1	1	3
OG0012967	1	1	1	3
OG0012968	1	1	1	3
OG0012969	1	1	1	3
OG0012970	1	1	1	3
OG0012971	1	1	1	3
OG0012972	1	1	1	3
OG0012973	1	1	1	3
OG0012974	1	1	1	3
OG0012975	1	1	1	3
OG0012976	1	1	1	3
OG0012977	1	1	1	3
OG0012978	1	1	1	3
OG0012979	1	1	1	3
OG0012980	1	1	1	3
OG0012981	1	1	1	3
OG0012982	1	1	1	3
OG0012983	1	1	1	3
OG0012984	1	1	1	3
OG0012985	1	1	1	3
OG0012986	1	1	1	3
OG0012987	1	1	1	3
OG0012988	1	1	1	3
OG0012989	1	1	1	3
OG0012990	1	1	1	3
OG0012991	1	1	1	3
OG0012992	1	1	1	3
OG0012993	1	1	1	3
OG0012994	1	1	1	3
OG0012995	1	1	1	3
OG0012996	1	1	1	3
OG0012997	1	0	2	3
OG0012998	1	1	1	3
OG0012999	1	1	1	3
OG0013000	1	1	1	3
OG0013001	1	1	1	3
OG0013002	1	1	1	3
OG0013003	1	1	1	3
OG0013004	1	1	1	3
OG0013005	1	1	1	3
OG0013006	1	1	1	3
OG0013007	1	1	1	3
OG0013008	1	1	1	3
OG0013009	1	1	1	3
OG0013010	1	1	1	3
OG0013011	1	1	1	3
OG0013012	3	0	0	3
OG0013013	1	1	1	3
OG0013014	1	1	1	3
OG0013015	1	1	1	3
OG0013016	1	1	1	3
OG0013017	1	1	1	3
OG0013018	1	1	1	3
OG0013019	1	1	1	3
OG0013020	2	0	1	3
OG0013021	1	1	1	3
OG0013022	1	1	1	3
OG0013023	1	1	1	3
OG0013024	1	1	1	3
OG0013025	1	1	1	3
OG0013026	1	1	1	3
OG0013027	1	1	1	3
OG0013028	1	1	1	3
OG0013029	1	1	1	3
OG0013030	1	1	1	3
OG0013031	1	1	1	3
OG0013032	1	1	1	3
OG0013033	1	1	1	3
OG0013034	1	1	1	3
OG0013035	1	1	1	3
OG0013036	1	1	1	3
OG0013037	3	0	0	3
OG0013038	1	1	1	3
OG0013039	1	1	1	3
OG0013040	1	1	1	3
OG0013041	1	1	1	3
OG0013042	1	1	1	3
OG0013043	1	1	1	3
OG0013044	1	1	1	3
OG0013045	1	1	1	3
OG0013046	1	1	1	3
OG0013047	1	1	1	3
OG0013048	1	1	1	3
OG0013049	1	1	1	3
OG0013050	1	1	1	3
OG0013051	1	1	1	3
OG0013052	1	1	1	3
OG0013053	1	1	1	3
OG0013054	1	1	1	3
OG0013055	1	1	1	3
OG0013056	1	1	1	3
OG0013057	1	1	1	3
OG0013058	1	1	1	3
OG0013059	1	1	1	3
OG0013060	2	0	1	3
OG0013061	1	1	1	3
OG0013062	1	1	1	3
OG0013063	1	1	1	3
OG0013064	1	1	1	3
OG0013065	1	1	1	3
OG0013066	1	1	1	3
OG0013067	1	1	1	3
OG0013068	1	1	1	3
OG0013069	1	0	2	3
OG0013070	1	1	1	3
OG0013071	1	0	2	3
OG0013072	1	1	1	3
OG0013073	1	1	1	3
OG0013074	1	1	1	3
OG0013075	1	1	1	3
OG0013076	1	1	1	3
OG0013077	1	1	1	3
OG0013078	1	1	1	3
OG0013079	1	1	1	3
OG0013080	1	1	1	3
OG0013081	1	1	1	3
OG0013082	1	1	1	3
OG0013083	1	1	1	3
OG0013084	1	1	1	3
OG0013085	1	1	1	3
OG0013086	1	1	1	3
OG0013087	1	1	1	3
OG0013088	1	1	1	3
OG0013089	2	0	1	3
OG0013090	1	1	1	3
OG0013091	1	1	1	3
OG0013092	1	1	1	3
OG0013093	1	1	1	3
OG0013094	1	1	1	3
OG0013095	1	1	1	3
OG0013096	1	1	1	3
OG0013097	1	1	1	3
OG0013098	1	1	1	3
OG0013099	1	1	1	3
OG0013100	1	1	1	3
OG0013101	1	1	1	3
OG0013102	1	1	1	3
OG0013103	1	1	1	3
OG0013104	1	1	1	3
OG0013105	1	1	1	3
OG0013106	1	1	1	3
OG0013107	1	1	1	3
OG0013108	1	0	2	3
OG0013109	1	0	2	3
OG0013110	1	1	1	3
OG0013111	2	0	1	3
OG0013112	1	1	1	3
OG0013113	2	1	0	3
OG0013114	2	1	0	3
OG0013115	1	1	1	3
OG0013116	1	1	1	3
OG0013117	1	1	1	3
OG0013118	1	1	1	3
OG0013119	2	0	1	3
OG0013120	1	2	0	3
OG0013121	1	0	2	3
OG0013122	1	1	1	3
OG0013123	1	1	1	3
OG0013124	1	1	1	3
OG0013125	1	1	1	3
OG0013126	1	1	1	3
OG0013127	1	1	1	3
OG0013128	1	1	1	3
OG0013129	1	1	1	3
OG0013130	1	1	1	3
OG0013131	1	1	1	3
OG0013132	1	1	1	3
OG0013133	1	1	1	3
OG0013134	1	1	1	3
OG0013135	1	1	1	3
OG0013136	1	1	1	3
OG0013137	1	1	1	3
OG0013138	1	1	1	3
OG0013139	1	1	1	3
OG0013140	1	1	1	3
OG0013141	1	1	1	3
OG0013142	1	1	1	3
OG0013143	1	1	1	3
OG0013144	1	1	1	3
OG0013145	1	1	1	3
OG0013146	1	1	1	3
OG0013147	1	1	1	3
OG0013148	1	1	1	3
OG0013149	1	1	1	3
OG0013150	1	1	1	3
OG0013151	1	1	1	3
OG0013152	1	1	1	3
OG0013153	1	0	2	3
OG0013154	1	1	1	3
OG0013155	1	1	1	3
OG0013156	1	1	1	3
OG0013157	1	1	1	3
OG0013158	1	1	1	3
OG0013159	1	1	1	3
OG0013160	1	1	1	3
OG0013161	1	1	1	3
OG0013162	1	1	1	3
OG0013163	1	0	2	3
OG0013164	1	2	0	3
OG0013165	1	1	1	3
OG0013166	1	1	1	3
OG0013167	1	1	1	3
OG0013168	2	0	1	3
OG0013169	1	1	1	3
OG0013170	1	1	1	3
OG0013171	1	1	1	3
OG0013172	3	0	0	3
OG0013173	3	0	0	3
OG0013174	1	1	1	3
OG0013175	1	1	1	3
OG0013176	1	1	1	3
OG0013177	1	1	1	3
OG0013178	1	1	1	3
OG0013179	1	1	1	3
OG0013180	2	1	0	3
OG0013181	1	1	1	3
OG0013182	1	1	1	3
OG0013183	1	1	1	3
OG0013184	1	1	1	3
OG0013185	1	1	1	3
OG0013186	1	1	1	3
OG0013187	1	1	1	3
OG0013188	1	1	1	3
OG0013189	1	1	1	3
OG0013190	1	1	1	3
OG0013191	1	1	1	3
OG0013192	3	0	0	3
OG0013193	1	1	1	3
OG0013194	1	1	1	3
OG0013195	1	1	1	3
OG0013196	1	1	1	3
OG0013197	1	1	1	3
OG0013198	1	1	1	3
OG0013199	1	1	1	3
OG0013200	1	1	1	3
OG0013201	1	1	1	3
OG0013202	1	1	1	3
OG0013203	1	1	1	3
OG0013204	1	1	1	3
OG0013205	1	1	1	3
OG0013206	1	0	2	3
OG0013207	1	1	1	3
OG0013208	1	1	1	3
OG0013209	1	1	1	3
OG0013210	1	1	1	3
OG0013211	1	1	1	3
OG0013212	3	0	0	3
OG0013213	1	1	1	3
OG0013214	1	1	1	3
OG0013215	1	1	1	3
OG0013216	1	1	1	3
OG0013217	1	1	1	3
OG0013218	1	1	1	3
OG0013219	1	1	1	3
OG0013220	1	1	1	3
OG0013221	1	1	1	3
OG0013222	1	1	1	3
OG0013223	1	1	1	3
OG0013224	1	1	1	3
OG0013225	1	1	1	3
OG0013226	1	1	1	3
OG0013227	1	1	1	3
OG0013228	1	1	1	3
OG0013229	1	2	0	3
OG0013230	1	1	1	3
OG0013231	3	0	0	3
OG0013232	1	0	2	3
OG0013233	1	1	1	3
OG0013234	1	1	1	3
OG0013235	1	1	1	3
OG0013236	1	1	1	3
OG0013237	1	1	1	3
OG0013238	1	1	1	3
OG0013239	1	1	1	3
OG0013240	1	1	1	3
OG0013241	1	1	1	3
OG0013242	1	1	1	3
OG0013243	1	1	1	3
OG0013244	1	1	1	3
OG0013245	1	1	1	3
OG0013246	1	1	1	3
OG0013247	1	1	1	3
OG0013248	1	1	1	3
OG0013249	1	1	1	3
OG0013250	1	1	1	3
OG0013251	1	1	1	3
OG0013252	1	1	1	3
OG0013253	1	1	1	3
OG0013254	1	1	1	3
OG0013255	1	1	1	3
OG0013256	1	1	1	3
OG0013257	1	1	1	3
OG0013258	1	1	1	3
OG0013259	1	1	1	3
OG0013260	1	1	1	3
OG0013261	1	1	1	3
OG0013262	1	1	1	3
OG0013263	1	1	1	3
OG0013264	1	1	1	3
OG0013265	1	1	1	3
OG0013266	1	1	1	3
OG0013267	1	1	1	3
OG0013268	1	1	1	3
OG0013269	1	1	1	3
OG0013270	1	1	1	3
OG0013271	1	1	1	3
OG0013272	1	1	1	3
OG0013273	1	1	1	3
OG0013274	1	1	1	3
OG0013275	1	1	1	3
OG0013276	1	1	1	3
OG0013277	1	1	1	3
OG0013278	1	1	1	3
OG0013279	1	1	1	3
OG0013280	1	1	1	3
OG0013281	1	1	1	3
OG0013282	1	1	1	3
OG0013283	1	1	1	3
OG0013284	1	1	1	3
OG0013285	1	1	1	3
OG0013286	1	1	1	3
OG0013287	1	1	1	3
OG0013288	1	1	1	3
OG0013289	1	1	1	3
OG0013290	1	0	2	3
OG0013291	1	1	1	3
OG0013292	1	1	1	3
OG0013293	1	1	1	3
OG0013294	1	1	1	3
OG0013295	1	1	1	3
OG0013296	1	1	1	3
OG0013297	1	1	1	3
OG0013298	1	1	1	3
OG0013299	1	1	1	3
OG0013300	1	1	1	3
OG0013301	1	1	1	3
OG0013302	1	0	2	3
OG0013303	1	1	1	3
OG0013304	1	1	1	3
OG0013305	1	1	1	3
OG0013306	1	1	1	3
OG0013307	1	1	1	3
OG0013308	1	1	1	3
OG0013309	1	1	1	3
OG0013310	1	1	1	3
OG0013311	1	1	1	3
OG0013312	1	1	1	3
OG0013313	1	1	1	3
OG0013314	1	1	1	3
OG0013315	1	1	1	3
OG0013316	1	1	1	3
OG0013317	1	0	2	3
OG0013318	1	1	1	3
OG0013319	1	1	1	3
OG0013320	1	1	1	3
OG0013321	1	1	1	3
OG0013322	1	1	1	3
OG0013323	1	1	1	3
OG0013324	1	1	1	3
OG0013325	1	1	1	3
OG0013326	1	1	1	3
OG0013327	3	0	0	3
OG0013328	1	1	1	3
OG0013329	1	1	1	3
OG0013330	1	1	1	3
OG0013331	1	1	1	3
OG0013332	1	1	1	3
OG0013333	1	1	1	3
OG0013334	1	1	1	3
OG0013335	1	1	1	3
OG0013336	1	1	1	3
OG0013337	1	1	1	3
OG0013338	1	1	1	3
OG0013339	1	1	1	3
OG0013340	3	0	0	3
OG0013341	1	1	1	3
OG0013342	1	1	1	3
OG0013343	1	1	1	3
OG0013344	1	1	1	3
OG0013345	1	1	1	3
OG0013346	1	1	1	3
OG0013347	3	0	0	3
OG0013348	1	1	1	3
OG0013349	1	1	1	3
OG0013350	1	1	1	3
OG0013351	1	1	1	3
OG0013352	1	1	1	3
OG0013353	1	1	1	3
OG0013354	1	1	1	3
OG0013355	1	1	1	3
OG0013356	1	1	1	3
OG0013357	1	1	1	3
OG0013358	1	1	1	3
OG0013359	1	1	1	3
OG0013360	1	0	2	3
OG0013361	1	1	1	3
OG0013362	1	1	1	3
OG0013363	1	1	1	3
OG0013364	1	1	1	3
OG0013365	1	1	1	3
OG0013366	1	1	1	3
OG0013367	1	1	1	3
OG0013368	1	1	1	3
OG0013369	1	1	1	3
OG0013370	1	1	1	3
OG0013371	1	1	1	3
OG0013372	1	1	1	3
OG0013373	1	1	1	3
OG0013374	1	1	1	3
OG0013375	1	1	1	3
OG0013376	1	1	1	3
OG0013377	1	1	1	3
OG0013378	1	1	1	3
OG0013379	1	1	1	3
OG0013380	1	1	1	3
OG0013381	1	1	1	3
OG0013382	1	1	1	3
OG0013383	1	1	1	3
OG0013384	1	1	1	3
OG0013385	1	1	1	3
OG0013386	1	1	1	3
OG0013387	1	1	1	3
OG0013388	1	1	1	3
OG0013389	1	1	1	3
OG0013390	1	1	1	3
OG0013391	1	1	1	3
OG0013392	1	1	1	3
OG0013393	1	1	1	3
OG0013394	1	1	1	3
OG0013395	1	1	1	3
OG0013396	1	1	1	3
OG0013397	1	1	1	3
OG0013398	1	1	1	3
OG0013399	1	1	1	3
OG0013400	1	1	1	3
OG0013401	1	1	1	3
OG0013402	1	1	1	3
OG0013403	1	1	1	3
OG0013404	1	1	1	3
OG0013405	1	1	1	3
OG0013406	1	1	1	3
OG0013407	1	1	1	3
OG0013408	1	1	1	3
OG0013409	1	1	1	3
OG0013410	1	1	1	3
OG0013411	1	1	1	3
OG0013412	1	1	1	3
OG0013413	1	1	1	3
OG0013414	1	1	1	3
OG0013415	1	1	1	3
OG0013416	1	1	1	3
OG0013417	1	1	1	3
OG0013418	1	1	1	3
OG0013419	1	1	1	3
OG0013420	1	1	1	3
OG0013421	1	1	1	3
OG0013422	1	1	1	3
OG0013423	1	1	1	3
OG0013424	1	1	1	3
OG0013425	1	1	1	3
OG0013426	1	1	1	3
OG0013427	1	1	1	3
OG0013428	1	1	1	3
OG0013429	1	1	1	3
OG0013430	1	1	1	3
OG0013431	1	1	1	3
OG0013432	1	1	1	3
OG0013433	1	1	1	3
OG0013434	1	1	1	3
OG0013435	3	0	0	3
OG0013436	2	1	0	3
OG0013437	1	1	1	3
OG0013438	1	1	1	3
OG0013439	1	1	1	3
OG0013440	1	1	1	3
OG0013441	1	1	1	3
OG0013442	1	1	1	3
OG0013443	2	0	1	3
OG0013444	2	0	1	3
OG0013445	1	1	1	3
OG0013446	1	1	1	3
OG0013447	1	1	1	3
OG0013448	1	1	1	3
OG0013449	1	1	1	3
OG0013450	1	1	1	3
OG0013451	1	1	1	3
OG0013452	1	1	1	3
OG0013453	1	1	1	3
OG0013454	1	1	1	3
OG0013455	1	1	1	3
OG0013456	1	1	1	3
OG0013457	1	1	1	3
OG0013458	1	0	2	3
OG0013459	1	1	1	3
OG0013460	3	0	0	3
OG0013461	1	1	1	3
OG0013462	1	1	1	3
OG0013463	1	1	1	3
OG0013464	1	1	1	3
OG0013465	1	1	1	3
OG0013466	1	1	1	3
OG0013467	1	1	1	3
OG0013468	1	1	1	3
OG0013469	1	1	1	3
OG0013470	1	1	1	3
OG0013471	1	1	1	3
OG0013472	1	1	1	3
OG0013473	1	1	1	3
OG0013474	1	1	1	3
OG0013475	1	1	1	3
OG0013476	1	1	1	3
OG0013477	2	0	1	3
OG0013478	1	1	1	3
OG0013479	1	1	1	3
OG0013480	1	1	1	3
OG0013481	1	1	1	3
OG0013482	1	1	1	3
OG0013483	1	1	1	3
OG0013484	1	1	1	3
OG0013485	1	1	1	3
OG0013486	3	0	0	3
OG0013487	1	1	1	3
OG0013488	1	1	1	3
OG0013489	1	1	1	3
OG0013490	1	1	1	3
OG0013491	1	1	1	3
OG0013492	1	1	1	3
OG0013493	1	1	1	3
OG0013494	1	1	1	3
OG0013495	1	1	1	3
OG0013496	1	1	1	3
OG0013497	1	1	1	3
OG0013498	1	1	1	3
OG0013499	1	1	1	3
OG0013500	1	1	1	3
OG0013501	1	1	1	3
OG0013502	1	1	1	3
OG0013503	1	1	1	3
OG0013504	1	1	1	3
OG0013505	1	1	1	3
OG0013506	1	1	1	3
OG0013507	1	1	1	3
OG0013508	1	2	0	3
OG0013509	2	0	1	3
OG0013510	3	0	0	3
OG0013511	1	1	1	3
OG0013512	1	1	1	3
OG0013513	1	1	1	3
OG0013514	1	1	1	3
OG0013515	1	1	1	3
OG0013516	1	1	1	3
OG0013517	1	1	1	3
OG0013518	1	1	1	3
OG0013519	1	1	1	3
OG0013520	3	0	0	3
OG0013521	1	1	1	3
OG0013522	1	1	1	3
OG0013523	1	1	1	3
OG0013524	1	1	1	3
OG0013525	1	1	1	3
OG0013526	1	1	1	3
OG0013527	1	1	1	3
OG0013528	1	0	2	3
OG0013529	2	0	1	3
OG0013530	2	0	1	3
OG0013531	1	0	2	3
OG0013532	3	0	0	3
OG0013533	1	0	2	3
OG0013534	1	1	1	3
OG0013535	1	1	1	3
OG0013536	1	1	1	3
OG0013537	1	1	1	3
OG0013538	1	1	1	3
OG0013539	1	1	1	3
OG0013540	1	1	1	3
OG0013541	1	1	1	3
OG0013542	1	1	1	3
OG0013543	2	1	0	3
OG0013544	1	1	1	3
OG0013545	2	1	0	3
OG0013546	1	2	0	3
OG0013547	3	0	0	3
OG0013548	2	0	1	3
OG0013549	1	2	0	3
OG0013550	1	1	1	3
OG0013551	1	1	1	3
OG0013552	3	0	0	3
OG0013553	1	0	2	3
OG0013554	2	0	1	3
OG0013555	1	2	0	3
OG0013556	1	1	1	3
OG0013557	3	0	0	3
OG0013558	3	0	0	3
OG0013559	3	0	0	3
OG0013560	1	1	1	3
OG0013561	1	1	1	3
OG0013562	1	1	1	3
OG0013563	2	1	0	3
OG0013564	1	0	2	3
OG0013565	1	1	1	3
OG0013566	1	1	1	3
OG0013567	1	1	1	3
OG0013568	2	0	1	3
OG0013569	1	1	1	3
OG0013570	1	1	1	3
OG0013571	1	1	1	3
OG0013572	1	1	1	3
OG0013573	1	1	1	3
OG0013574	1	1	1	3
OG0013575	1	1	1	3
OG0013576	1	1	1	3
OG0013577	1	0	2	3
OG0013578	3	0	0	3
OG0013579	1	1	1	3
OG0013580	1	1	1	3
OG0013581	1	1	1	3
OG0013582	1	1	1	3
OG0013583	1	1	1	3
OG0013584	1	1	1	3
OG0013585	1	1	1	3
OG0013586	1	1	1	3
OG0013587	1	1	1	3
OG0013588	1	1	1	3
OG0013589	1	1	1	3
OG0013590	1	2	0	3
OG0013591	1	1	1	3
OG0013592	1	1	1	3
OG0013593	1	1	1	3
OG0013594	1	1	1	3
OG0013595	1	1	1	3
OG0013596	2	0	1	3
OG0013597	1	1	1	3
OG0013598	1	1	1	3
OG0013599	1	1	1	3
OG0013600	1	1	1	3
OG0013601	1	1	1	3
OG0013602	1	1	1	3
OG0013603	1	1	1	3
OG0013604	1	1	1	3
OG0013605	1	1	1	3
OG0013606	1	1	1	3
OG0013607	1	1	1	3
OG0013608	1	1	1	3
OG0013609	1	1	1	3
OG0013610	1	1	1	3
OG0013611	1	1	1	3
OG0013612	1	1	1	3
OG0013613	1	1	1	3
OG0013614	1	1	1	3
OG0013615	1	1	1	3
OG0013616	1	1	1	3
OG0013617	1	0	2	3
OG0013618	1	1	1	3
OG0013619	1	1	1	3
OG0013620	1	1	1	3
OG0013621	1	1	1	3
OG0013622	1	1	1	3
OG0013623	1	1	1	3
OG0013624	1	1	1	3
OG0013625	1	1	1	3
OG0013626	1	1	1	3
OG0013627	1	1	1	3
OG0013628	1	1	1	3
OG0013629	1	1	1	3
OG0013630	1	1	1	3
OG0013631	1	1	1	3
OG0013632	3	0	0	3
OG0013633	1	1	1	3
OG0013634	1	1	1	3
OG0013635	1	1	1	3
OG0013636	1	1	1	3
OG0013637	1	1	1	3
OG0013638	1	1	1	3
OG0013639	1	1	1	3
OG0013640	1	1	1	3
OG0013641	1	1	1	3
OG0013642	1	1	1	3
OG0013643	1	1	1	3
OG0013644	1	1	1	3
OG0013645	1	1	1	3
OG0013646	1	1	1	3
OG0013647	1	1	1	3
OG0013648	1	1	1	3
OG0013649	1	1	1	3
OG0013650	1	1	1	3
OG0013651	1	1	1	3
OG0013652	1	1	1	3
OG0013653	1	1	1	3
OG0013654	1	1	1	3
OG0013655	1	1	1	3
OG0013656	1	1	1	3
OG0013657	1	0	2	3
OG0013658	1	1	1	3
OG0013659	1	1	1	3
OG0013660	1	1	1	3
OG0013661	1	1	1	3
OG0013662	1	1	1	3
OG0013663	1	1	1	3
OG0013664	1	1	1	3
OG0013665	1	1	1	3
OG0013666	1	1	1	3
OG0013667	1	1	1	3
OG0013668	1	1	1	3
OG0013669	1	1	1	3
OG0013670	1	1	1	3
OG0013671	1	1	1	3
OG0013672	1	1	1	3
OG0013673	1	1	1	3
OG0013674	1	1	1	3
OG0013675	1	1	1	3
OG0013676	1	1	1	3
OG0013677	1	1	1	3
OG0013678	1	1	1	3
OG0013679	1	1	1	3
OG0013680	1	1	1	3
OG0013681	1	1	1	3
OG0013682	1	1	1	3
OG0013683	1	1	1	3
OG0013684	1	1	1	3
OG0013685	1	1	1	3
OG0013686	1	1	1	3
OG0013687	1	1	1	3
OG0013688	1	1	1	3
OG0013689	1	1	1	3
OG0013690	1	1	1	3
OG0013691	1	1	1	3
OG0013692	1	1	1	3
OG0013693	1	1	1	3
OG0013694	1	1	1	3
OG0013695	1	1	1	3
OG0013696	1	1	1	3
OG0013697	1	1	1	3
OG0013698	1	1	1	3
OG0013699	1	1	1	3
OG0013700	1	1	1	3
OG0013701	1	1	1	3
OG0013702	1	1	1	3
OG0013703	1	1	1	3
OG0013704	1	1	1	3
OG0013705	2	0	1	3
OG0013706	1	1	1	3
OG0013707	1	1	1	3
OG0013708	1	1	1	3
OG0013709	2	0	1	3
OG0013710	3	0	0	3
OG0013711	1	1	1	3
OG0013712	1	1	1	3
OG0013713	1	1	1	3
OG0013714	1	1	1	3
OG0013715	1	1	1	3
OG0013716	1	1	1	3
OG0013717	1	1	1	3
OG0013718	1	1	1	3
OG0013719	1	1	1	3
OG0013720	1	1	1	3
OG0013721	1	1	1	3
OG0013722	3	0	0	3
OG0013723	1	1	1	3
OG0013724	1	1	1	3
OG0013725	1	1	1	3
OG0013726	1	1	1	3
OG0013727	1	1	1	3
OG0013728	1	1	1	3
OG0013729	1	1	1	3
OG0013730	1	1	1	3
OG0013731	1	1	1	3
OG0013732	1	1	1	3
OG0013733	1	1	1	3
OG0013734	3	0	0	3
OG0013735	1	0	2	3
OG0013736	1	1	1	3
OG0013737	1	1	1	3
OG0013738	1	1	1	3
OG0013739	1	1	1	3
OG0013740	1	2	0	3
OG0013741	1	1	1	3
OG0013742	1	1	1	3
OG0013743	1	1	1	3
OG0013744	1	1	1	3
OG0013745	1	1	1	3
OG0013746	1	1	1	3
OG0013747	1	1	1	3
OG0013748	1	1	1	3
OG0013749	1	1	1	3
OG0013750	1	1	1	3
OG0013751	1	1	1	3
OG0013752	1	1	1	3
OG0013753	1	1	1	3
OG0013754	1	1	1	3
OG0013755	1	1	1	3
OG0013756	1	1	1	3
OG0013757	1	1	1	3
OG0013758	2	1	0	3
OG0013759	1	1	1	3
OG0013760	1	1	1	3
OG0013761	1	1	1	3
OG0013762	1	1	1	3
OG0013763	1	1	1	3
OG0013764	1	1	1	3
OG0013765	1	1	1	3
OG0013766	1	1	1	3
OG0013767	1	1	1	3
OG0013768	1	1	1	3
OG0013769	1	1	1	3
OG0013770	1	1	1	3
OG0013771	1	1	1	3
OG0013772	1	1	1	3
OG0013773	1	1	1	3
OG0013774	1	1	1	3
OG0013775	1	1	1	3
OG0013776	1	1	1	3
OG0013777	1	1	1	3
OG0013778	1	1	1	3
OG0013779	1	1	1	3
OG0013780	1	1	1	3
OG0013781	1	1	1	3
OG0013782	1	1	1	3
OG0013783	1	1	1	3
OG0013784	1	1	1	3
OG0013785	1	1	1	3
OG0013786	1	1	1	3
OG0013787	1	1	1	3
OG0013788	1	0	2	3
OG0013789	1	1	1	3
OG0013790	1	1	1	3
OG0013791	1	1	1	3
OG0013792	1	1	1	3
OG0013793	1	1	1	3
OG0013794	1	1	1	3
OG0013795	1	1	1	3
OG0013796	1	1	1	3
OG0013797	1	1	1	3
OG0013798	1	1	1	3
OG0013799	1	1	1	3
OG0013800	1	1	1	3
OG0013801	1	1	1	3
OG0013802	1	1	1	3
OG0013803	1	1	1	3
OG0013804	1	1	1	3
OG0013805	1	1	1	3
OG0013806	1	1	1	3
OG0013807	1	1	1	3
OG0013808	1	1	1	3
OG0013809	1	1	1	3
OG0013810	1	1	1	3
OG0013811	1	1	1	3
OG0013812	1	1	1	3
OG0013813	1	1	1	3
OG0013814	1	1	1	3
OG0013815	1	1	1	3
OG0013816	1	1	1	3
OG0013817	1	0	2	3
OG0013818	1	1	1	3
OG0013819	1	1	1	3
OG0013820	1	1	1	3
OG0013821	1	1	1	3
OG0013822	1	1	1	3
OG0013823	1	1	1	3
